,level_0,Unnamed: 0,index,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
794,794,794,802,Guideline,1000000000.0,16-06-2021,Fintech,San Mateo,United States,North America,2015,339000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
795,795,795,803,Happy Money,1000000000.0,08-02-2022,Fintech,Tustin,United States,North America,2009,192000000,"FirstMark Capital, Anthemis, CMFG Ventures"
796,796,796,804,Rebellion Defense,1000000000.0,16-09-2021,Artificial intelligence,Washington DC,United States,North America,2019,150000000,"Venrock, Innovation Endeavors, Insights Partners"
797,797,797,805,STORD,1000000000.0,13-09-2021,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,205000000,"Dynamo VC, Susa Ventures, Founders Fund"
798,798,798,806,At-Bay,1000000000.0,27-07-2021,Fintech,Mountain View,United States,North America,2016,292000000,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
799,799,799,807,TELD,1000000000.0,16-12-2019,Fintech,Qingdao,China,Asia,2014,396000000,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
800,800,800,808,Acko General Insurance,1000000000.0,28-10-2021,Fintech,Bengaluru,India,Asia,2016,458000000,"Intact Ventures, Munich Re Ventures, General Atlantic"
801,801,801,809,apna,1000000000.0,15-09-2021,Internet software & services,Bengaluru,India,Asia,2019,193000000,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"
802,802,802,810,Beyond Identity,1000000000.0,22-02-2022,Cybersecurity,New York,United States,North America,2019,205000000,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"
803,803,803,812,Chief,1000000000.0,31-03-2022,Other,New York,United States,North America,2019,140000000,"General Catalyst, Inspired Capital, Flybridge Capital Partners"
804,804,804,813,CoinDCX,1000000000.0,10-08-2021,Fintech,Maharashtra,India,Asia,2017,109000000,"Polychain Capital, Coinbase Ventures, Jump Capital"
805,805,805,814,Daily Harvest,1000000000.0,16-11-2021,E-commerce & direct-to-consumer,New York,United States,North America,2014,120000000,"M13, Lightspeed Venture Partners, Lone Pine Capital"
806,806,806,815,Enpal,1000000000.0,18-10-2021,Internet software & services,Berlin,Germany,Europe,2017,304000000,"HV Capital, Softbank Group, BlackRock"
807,807,807,816,eSentire,1000000000.0,22-02-2022,Cybersecurity,Waterloo,Canada,North America,2001,186000000,"Edison Partners, Georgian Partners, VentureLink"
808,808,808,817,Firefly Aerospace,1000000000.0,04-05-2021,Other,Cedar Park,United States,North America,2014,172000000,"XBTO Ventures, Raven One Ventures, SK Ventures"
809,809,809,818,Fundbox,1000000000.0,30-11-2021,Fintech,San Francisco,United States,North America,2013,404000000,"Khosla Ventures, General Catalyst, Blumberg Capital"
810,810,810,819,G2,1000000000.0,22-06-2021,Internet software & services,Chicago,United States,North America,2012,258000000,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"
811,811,811,820,Gaussian Robotics,1000000000.0,10-11-2021,Hardware,Shanghai,China,Asia,2013,325000000,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
812,812,812,821,GetYourGuide,1000000000.0,16-05-2019,Travel,Berlin,Germany,Europe,2009,656000000,"Spark Capital, Highland Europe, Sunstone Capital"
813,813,813,822,GlobalBees,1000000000.0,28-12-2021,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,185000000,"Chiratae Ventures, SoftBank Group, Trifecta Capital"
814,814,814,823,Ivalua,1000000000.0,21-05-2019,Fintech,Redwood City,United States,North America,2000,134000000,"Ardian, Tiger Global Management, KKR"
815,815,815,824,Juanpi,1000000000.0,14-04-2016,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,136000000,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital"
816,816,816,825,Karat,1000000000.0,13-10-2021,Internet software & services,Seattle,United States,North America,2014,169000000,"8VC, Norwest Venture Partners, Tiger Global Management"
817,817,817,826,LEAD School,1000000000.0,13-01-2022,Edtech,Andheri,India,Asia,2012,166000000,"WestBridge Capital, GSV Ventures, Elevar Equity"
818,818,818,827,Nexthink,1000000000.0,08-02-2021,Data management & analytics,Prilly,Switzerland,Europe,2004,346000000,"Auriga, Galeo Ventures, Highland Europe"
819,819,819,828,People.ai,1000000000.0,11-08-2021,Internet software & services,San Francisco,United States,North America,2017,200000000,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"
820,820,820,829,Pharmapacks,1000000000.0,12-11-2020,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,433000000,The Carlyle Group
821,821,821,830,Rightway,1000000000.0,30-03-2021,Health,New York,United States,North America,2017,130000000,"Thrive Capital, Khosla Ventures, Tiger Global Management"
822,822,822,831,Sennder,1000000000.0,14-01-2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,340000000,"Accelm Scania Growth Capital, Lakestar"
823,823,823,832,Sisense,1000000000.0,09-01-2020,Data management & analytics,New York,United States,North America,2004,274000000,"Opus Capital, Genesis Partners, Battery Ventures"
824,824,824,833,Staffbase,1000000000.0,15-03-2022,Internet software & services,Chemnitz,Germany,Europe,2014,307000000,"Insight Partners, e.ventures, General Atlantic"
825,825,825,834,Sunbit,1000000000.0,20-05-2021,Fintech,Los Angeles,United States,North America,2016,210000000,"Zeev Ventures, Group11, Chicago Ventures"
826,826,826,835,TangoMe,1000000000.0,20-03-2014,Mobile & telecommunications,Mountain View,United States,North America,2009,361000000,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
827,827,827,836,The Bank of London,1000000000.0,30-11-2021,Fintech,London,United Kingdom,Europe,2018,90000000,"Mangrove Capital Partners,14W, ForgeLight"
828,828,828,837,Zego,1000000000.0,09-03-2021,Fintech,London,United Kingdom,Europe,2016,202000000,"LocalGlobe, Balderton Capital, Target Global"
829,829,829,838,Nxin,1000000000.0,18-09-2018,Internet software & services,Beijing,China,Asia,2015,53000000,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
830,830,830,839,Mamaearth,1000000000.0,28-12-2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,111000000,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
831,831,831,840,Radius Payment Solutions,1000000000.0,27-11-2017,Fintech,Crewe,United Kingdom,Europe,1990,200000000,Inflexion Private Equity
832,832,832,841,Rivigo,1000000000.0,11-07-2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,247000000,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
833,833,833,842,Rubicon,1000000000.0,25-08-2017,Other,Atlanta,United States,North America,2008,223000000,"Goldman Sachs, Leonardo DiCaprio, Promecap"
834,834,834,843,Socar,1000000000.0,16-10-2020,Auto & transportation,Jeju-do,South Korea,Asia,2012,408000000,"Bain Capital, Altos Ventures, Songhyun Investment"
835,835,835,844,MobileCoin,1000000000.0,07-07-2021,Fintech,San Francisco,United States,North America,2018,107000000,"General Catalyst, Future Ventures, AU21"
836,836,836,845,Density,1000000000.0,10-11-2021,Hardware,San Francisco,United States,North America,2014,217000000,"Founders Fund, Upfront Ventures, 01 Advisors"
837,837,837,846,Instabase,1000000000.0,21-10-2019,Data management & analytics,San Francisco,United States,North America,2015,132000000,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
838,838,838,847,Jiuxian,1000000000.0,30-07-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,250000000,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
839,839,839,849,Mixpanel,1000000000.0,15-11-2021,Internet software & services,San Francisco,United States,North America,2009,277000000,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
840,840,840,850,Sendbird,1000000000.0,06-04-2021,Mobile & telecommunications,San Mateo,United States,North America,2013,221000000,"FundersClub, Y Combinator, Tiger Global Management"
841,841,841,851,OrCam Technologies,1000000000.0,20-02-2018,Artificial intelligence,Jerusalem,Israel,Asia,2010,86000000,"Intel Capital, Aviv Venture Capital"
842,842,842,852,Leap Motor,1000000000.0,20-11-2018,Auto & transportation,Hangzhou,China,Asia,2015,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
843,843,843,853,1KMXC,1000000000.0,30-08-2021,Hardware,Hangzhou,China,Asia,2014,86000000,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
844,844,844,854,58 Daojia,1000000000.0,12-10-2015,Internet software & services,Beijing,China,Asia,2014,300000000,"KKR, Alibaba Group, Ping An Insurance"
845,845,845,855,Agile Robots,1000000000.0,09-09-2021,Hardware,Munich,Germany,Europe,2018,240000000,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
846,846,846,856,Aibee,1000000000.0,13-04-2021,Artificial intelligence,Beijing,China,Asia,2017,273000000,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
847,847,847,857,Aircall,1000000000.0,23-06-2021,Internet software & services,New York,United States,North America,2014,226000000,"Balderton Capital, Next World Capital, Draper Esprit"
848,848,848,858,Ajaib,1000000000.0,04-10-2021,Fintech,Jakarta,Indonesia,Asia,2018,245000000,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
849,849,849,859,Alto Pharmacy,1000000000.0,30-01-2020,Health,San Francisco,United States,North America,2015,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
850,850,850,860,Amagi,1000000000.0,16-03-2022,Internet software & services,Bengaluru,India,Asia,2008,240000000,"Mayfield, Accel, Norwest Venture Partners"
851,851,851,861,Amount,1000000000.0,17-05-2021,Fintech,Chicago,United States,North America,2019,243000000,"Invus Group, Hanaco Venture Capital, WestCap Group"
852,852,852,862,Amperity,1000000000.0,13-07-2021,Artificial intelligence,Seattle,United States,North America,2016,187000000,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
853,853,853,863,Anyscale,1000000000.0,07-12-2021,Artificial Intelligence,Berkeley,United States,North America,2019,160000000,"Andreessen Horowitz, Intel Capital, Foundation Capital"
854,854,854,864,Aptos,1000000000.0,15-03-2022,Internet software & services,Palo Alto,United States,North America,2021,200000000,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
855,855,855,865,Aqua Security,1000000000.0,10-03-2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,265000000,"TLV Partners, Lightspeed Venture Partners, M12"
856,856,856,866,Assembly,1000000000.0,21-09-2021,Internet software & services,Culver City,United States,North America,2019,1000000000,"Advent International, PSG, Providence Equity Partners"
857,857,857,867,Assent,1000000000.0,06-01-2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
858,858,858,868,Augury,1000000000.0,26-10-2021,Artificial intelligence,New York,United States,North America,2011,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
859,859,859,869,Axelar,1000000000.0,15-02-2022,Internet software & services,Waterloo,Canada,North America,2020,64000000,"Lemniscap VC, North Island Ventures, Polychain Capital"
860,860,860,870,Axiom Space,1000000000.0,16-02-2021,Other,Houston,United States,North America,2016,150000000,"C5 Capital, Hemisphere Ventures, The Venture Collective"
861,861,861,871,Banma Network Technologies,1000000000.0,13-09-2018,Auto & transportation,Shanghai,China,Asia,2015,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
862,862,862,872,BeiBei,1000000000.0,22-01-2015,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,224000000,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
863,863,863,873,BenevolentAI,1000000000.0,02-06-2015,Artificial intelligence,London,United Kingdom,Europe,2013,292000000,Woodford Investment Management
864,864,864,874,Berlin Brands Group,1000000000.0,01-09-2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,800000000,"Ardian, Bain Capital"
865,865,865,875,Betterfly,1000000000.0,01-02-2022,Artificial intelligence,Santiago,Chile,South America,2018,205000000,"QED Investors, DST Global, Endeavor"
866,866,866,876,BitFury,1000000000.0,06-11-2018,Hardware,Amsterdam,Netherlands,Europe,2011,170000000,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
867,867,867,877,BlackBuck,1000000000.0,22-07-2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,352000000,"Accel, Sands Capital, International Finance Corporation"
868,868,868,878,Bluecore,1000000000.0,05-08-2021,Artificial intelligence,New York,United States,North America,2013,238000000,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
869,869,869,879,BlueVoyant,1000000000.0,23-02-2022,Cybersecurity,New York,United States,North America,2017,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners"
870,870,870,881,Boom Supersonic,1000000000.0,16-12-2020,Other,Englewood,United States,North America,2014,241000000,"WRVI Capital, Caffeinated Capital, Y Combinator"
871,871,871,882,Bringg,1000000000.0,16-06-2021,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,185000000,"Salesforce Ventures, next47, Pereg Ventures"
872,872,872,883,C2FO,1000000000.0,07-08-2019,Fintech,Leawood,United States,North America,2008,538000000,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
873,873,873,884,Cadence,1000000000.0,14-12-2021,Health,New York,United States,North America,2020,141000000,"Thrive Capital, General Catalyst, Coatue Management"
874,874,874,885,CAIS,1000000000.0,11-01-2022,Fintech,New York,United States,North America,2009,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management"
875,875,875,886,Cameo,1000000000.0,30-03-2021,Internet software & services,Chicago,United States,North America,2016,165000000,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
876,876,876,887,Capsule,1000000000.0,28-04-2021,Health,New York,United States,North America,2016,570000000,"Thrive Capital, Durable Capital Partners, G Squared"
877,877,877,888,CargoX,1000000000.0,21-10-2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,390000000,"Valor Capital Group, Lightrock, Softbank Group"
878,878,878,890,Carson Group,1000000000.0,14-07-2021,Fintech,Lincoln,United States,North America,2012,1000000000,Bain Capital
879,879,879,891,CHEQ,1000000000.0,22-02-2022,Cybersecurity,New York,United States,North America,2014,182000000,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
880,880,880,892,Chronosphere,1000000000.0,07-10-2021,Data management & analytics,New York,United States,North America,2019,254000000,"Greylock Partners, Lux Capital, General Atlantic"
881,881,881,894,Clara,1000000000.0,06-12-2021,Fintech,Mexico City,Mexico,North America,2020,109000000,"DST Global, General Catalyst, Monashees+"
882,882,882,895,Clearcover,1000000000.0,13-04-2021,Fintech,Chicago,United States,North America,2016,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures"
883,883,883,896,CommerceIQ,1000000000.0,21-03-2022,Artificial Intelligence,Palo Alto,United States,North America,2012,196000000,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
884,884,884,897,Contrast Security,1000000000.0,09-11-2021,Cybersecurity,Los Altos,United States,North America,2014,269000000,"Acero Capital, General Catalyst, M12"
885,885,885,898,Darwinbox,1000000000.0,25-01-2022,Internet software & services,Hyderabad,India,Asia,2015,107000000,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
886,886,886,899,Dental Monitoring,1000000000.0,21-10-2021,Health,Paris,France,Europe,2014,232000000,"Vitruvian Partners, Merieux Equity Partners, Straumann"
887,887,887,900,DianRong,1000000000.0,02-08-2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital"
888,888,888,901,Drata,1000000000.0,08-11-2021,Cybersecurity,San Diego,United States,North America,2020,128000000,"Cowboy Ventures, Leaders Fund, GGV Capital"
889,889,889,902,DriveNets,1000000000.0,27-01-2021,Internet software & services,Ra'anana,Israel,Asia,2015,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
890,890,890,903,Dune Analytics,1000000000.0,02-02-2022,Data management & analytics,Oslo,Norway,Europe,2018,79000000,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
891,891,891,904,Dxy.cn,1000000000.0,10-04-2018,Health,Hangzhou,China,Asia,2000,682000000,"Tencent Holdings, DCM Ventures"
892,892,892,905,EBANX,1000000000.0,16-10-2019,Fintech,Curitiba,Brazil,South America,2012,460000000,"FTV Capital, Endeavor"
893,893,893,906,EcoFlow,1000000000.0,10-06-2021,Hardware,Shenzhen,China,Asia,2017,105000000,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
894,894,894,907,Electric,1000000000.0,29-03-2022,Cybersecurity,New York,United States,North America,2016,209000000,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
895,895,895,908,Emerging Markets Property Group,1000000000.0,28-04-2020,Other,Dubai,United Arab Emirates,Asia,2015,279000000,"OLX Group, KCK Group, EXOR Seeds"
896,896,896,909,Esusu,1000000000.0,27-01-2022,Fintech,New York,United States,North America,2015,145000000,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
897,897,897,910,Evidation,1000000000.0,22-03-2021,Health,San Mateo,United States,North America,2012,259000000,"B Capital Group,, GE Ventures, McKesson Ventures"
898,898,898,911,Expel,1000000000.0,18-11-2021,Cybersecurity,Herndon,United States,North America,2016,258000000,"Paladin Capital Group, Greycroft, Scale Venture Partners"
899,899,899,912,Fabric,1000000000.0,26-10-2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,294000000,"Innovation Endeavors, Aleph, Temasek"
900,900,900,913,Feedzai,1000000000.0,24-03-2021,Artificial intelligence,San Mateo,United States,North America,2009,277000000,"Global Founders Capital, Shea Ventures, Greycroft"
901,901,901,914,Fever Labs,1000000000.0,26-01-2022,Internet software & services,New York,United States,North America,2012,299000000,"Accel, 14W, GS Growth"
902,902,902,915,Fiture,1000000000.0,14-04-2021,Health,Chengdu,China,Asia,2019,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
903,903,903,916,FLASH,1000000000.0,16-03-2022,Fintech,Austin,United States,North America,2011,314000000,"L Catterton, Trellis Partners, Vista Equity Partners"
904,904,904,917,Flash Express,1000000000.0,01-02-2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital"
905,905,905,918,FlashEx,1000000000.0,27-08-2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management"
906,906,906,919,Fractal Analytics,1000000000.0,05-01-2022,Data management & analytics,Mumbai,India,Asia,2000,685000000,"TPG Capital, Apax Partners, TA Associates"
907,907,907,920,Freshbooks,1000000000.0,10-08-2021,Fintech,Toronto,Canada,North America,2004,156000000,"Accomplice, Oak Investment Partners, Georgian Partners"
908,908,908,921,FXiaoKe,1000000000.0,02-07-2015,Mobile & telecommunications,Beijing,China,Asia,2011,283000000,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
909,909,909,922,Gauntlet Networks,1000000000.0,07-03-2022,Fintech,New York,United States,North America,2018,45000000,"Polychain Capital, Paradigm, Ribbit Capital"
910,910,910,923,Geek+,1000000000.0,21-11-2018,Hardware,Beijing,China,Asia,2015,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
911,911,911,924,Gelato,1000000000.0,16-08-2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,269000000,"Greylock Partners, Google Ventures, BlackRock"
912,912,912,925,Glia,1000000000.0,21-03-2022,Fintech,New York,United States,North America,2012,152000000,"Wildcat Capital Management, Insight Partners, Tola Capital"
913,913,913,926,GO1,1000000000.0,19-07-2021,Internet software & services,Brisbane,Australia,Oceania,2015,284000000,"Y Combinator, M12, SEEK"
914,914,914,927,Groq,1000000000.0,14-04-2021,Artificial intelligence,Mountain View,United States,North America,2016,362000000,"TDK Ventures, Social Capital, D1 Capital Partners"
915,915,915,928,Hailo,1000000000.0,12-10-2021,Artificial intelligence,Tel Aviv,Israel,Asia,2017,221000000,"Glory Ventures, Maniv Mobility"
916,916,916,929,Haomao.AI,1000000000.0,22-12-2021,Artificial Intelligence,Beijing,China,Asia,2019,157000000,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
917,917,917,930,Hasura,1000000000.0,22-02-2022,Internet software & services,Bengaluru,India,Asia,2017,137000000,"Nexus Venture Partners, Vertex Ventures, STRIVE"
918,918,918,931,HAYDON,1000000000.0,24-09-2021,Consumer & retail,Shanghai,China,Asia,2020,100000000,"Tencent Holdings, Hillhouse Capital Management"
919,919,919,932,Heyday,1000000000.0,16-11-2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,800000000,"Khosla Ventures,General Catalyst, Victory Park Capital"
920,920,920,933,HMD Global,1000000000.0,21-05-2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,330000000,Ginko Ventures
921,921,921,934,Hotmart,1000000000.0,17-03-2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,127000000,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
922,922,922,935,Huike Group,1000000000.0,24-05-2018,Edtech,Beijing,China,Asia,2010,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
923,923,923,936,Human Interest,1000000000.0,04-08-2021,Fintech,San Francisco,United States,North America,2015,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital"
924,924,924,937,Ibotta,1000000000.0,06-08-2019,Fintech,Denver,United States,North America,2011,93000000,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
925,925,925,938,iCarbonX,1000000000.0,12-04-2016,Artificial intelligence,Shenzhen,China,Asia,2015,200000000,"Tencent, Vcanbio"
926,926,926,939,iFood,1000000000.0,13-11-2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,592000000,"Movile, Just Eat, Naspers"
927,927,927,940,InFarm,1000000000.0,16-12-2021,Other,Berlin,Germany,Europe,2013,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
928,928,928,941,Infobip,1000000000.0,30-07-2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,200000000,One Equity Partners
929,929,929,942,Injective Protocol,1000000000.0,20-04-2021,Fintech,New York,United States,North America,2018,17000000,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
930,930,930,943,Intellifusion,1000000000.0,22-03-2019,Artificial intelligence,Shenzhen,China,Asia,2014,173000000,"BOC International, TopoScend Capital, Hongxiu VC"
931,931,931,944,Interos,1000000000.0,22-07-2021,Fintech,Arlington,United States,North America,2005,135000000,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
932,932,932,945,Iodine Software,1000000000.0,01-12-2021,Data management & analytics,Austin,United States,North America,2010,1000000000,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
933,933,933,946,JoyTunes,1000000000.0,21-06-2021,Edtech,Tel Aviv,Israel,Asia,2011,92000000,"Genesis Partners, Aleph, Insight Partners"
934,934,934,947,Kendra Scott,1000000000.0,21-12-2016,Consumer & retail,Austin,United States,North America,2002,1000000000,"Berkshire Partners, Norwest Venture Partners"
935,935,935,948,Kitopi,1000000000.0,01-07-2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,504000000,"CE-Ventures, BECO Capital, Nordstar"
936,936,936,949,KnowBox,1000000000.0,30-05-2019,Edtech,Beijing,China,Asia,2014,306000000,"TAL Education Group, Legend Star, Alibaba Group"
937,937,937,950,Kopi Kenangan,1000000000.0,27-12-2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
938,938,938,951,Lamabang,1000000000.0,06-03-2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,130000000,"5Y Capital, Matrix Partners China, K2VC"
939,939,939,952,LayerZero Labs,1000000000.0,30-03-2022,Internet software & services,New York,United States,North America,2021,143000000,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
940,940,940,953,Lessen,1000000000.0,30-11-2021,Internet software & services,Scottsdale,United States,North America,2019,205000000,"Khosla Ventures, General Catalyst, Navitas Capital"
941,941,941,954,LetsGetChecked,1000000000.0,07-06-2021,Health,Dublin,Ireland,Europe,2015,263000000,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
942,942,942,955,Licious,1000000000.0,05-10-2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
943,943,943,956,LinkDoc Technology,1000000000.0,05-07-2018,Health,Beijing,China,Asia,2014,253000000,"China Investment Corporation, New Enterprise Associates"
944,944,944,957,Locus Robotics,1000000000.0,17-02-2021,Hardware,Wilmington,United States,North America,2014,299000000,"Scale Venture Partners, Bond, Tiger Global Management"
945,945,945,958,Lookout,1000000000.0,10-10-2013,Cybersecurity,San Francisco,United States,North America,2007,282000000,"Accel Partners, Greylock Partners, Lowercase Capital"
946,946,946,959,Lydia,1000000000.0,08-12-2021,Fintech,Paris,France,Europe,2011,263000000,"NewAlpha, XAnge Private Equity, Tencent Holdings"
947,947,947,960,MadeiraMadeira,1000000000.0,07-01-2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+"
948,948,948,961,Maimai,1000000000.0,15-11-2017,Mobile & telecommunications,Beijing,China,Asia,2013,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures"
949,949,949,962,Mammoth Biosciences,1000000000.0,09-09-2021,Health,Brisbane,United States,North America,2017,265000000,"NFX, Plum Alley, Mayfield"
950,950,950,963,Masterworks,1000000000.0,05-10-2021,Fintech,New York,United States,North America,2017,110000000,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
951,951,951,964,Maven Clinic,1000000000.0,17-08-2021,Health,New York,United States,North America,2014,202000000,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
952,952,952,965,MediaMath,1000000000.0,10-07-2018,Internet software & services,New York,United States,North America,2007,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund"
953,953,953,966,Meero,1000000000.0,18-06-2019,Artificial intelligence,Paris,France,Europe,2016,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital"
954,954,954,967,Mensa Brands,1000000000.0,16-11-2021,Other,Bengaluru,India,Asia,2021,218000000,"Accel, Falcon Edge Capital, Norwest Venture Partners"
955,955,955,968,Mia.com,1000000000.0,08-09-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,232000000,"Sequoia Capital China, ZhenFund, K2 Ventures"
956,956,956,969,Minio,1000000000.0,26-01-2022,Data management & analytics,Palo Alto,United States,North America,2014,126000000,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
957,957,957,970,Mobvoi,1000000000.0,06-04-2017,Consumer & retail,Beijing,China,Asia,2012,252000000,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
958,958,958,971,Moka,1000000000.0,02-11-2021,Internet software & services,Beijing,China,Asia,2015,144000000,"GGV Capital, GSR Ventures, FreesFund"
959,959,959,972,Momenta,1000000000.0,17-10-2018,Artificial intelligence,Beijing,China,Asia,2016,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
960,960,960,973,Morning Consult,1000000000.0,08-06-2021,Internet software & services,Washington DC,United States,North America,2014,91000000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
961,961,961,974,Movile,1000000000.0,12-07-2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
962,962,962,975,Mux,1000000000.0,30-04-2021,Internet software & services,San Francisco,United States,North America,2015,174000000,"Accel, Cobalt Capital, Andreessen Horowitz"
